@Paeruginosa|NC_008463|6537648
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name
Paeruginosa	NC_008463	Chromosome	PA14_41280	gene	3684343	3686175	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41290	gene	3686172	3686288	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41300	gene	3686462	3686683	-	.
Paeruginosa	NC_008463	Chromosome	PA1796.2	gene	3686871	3686946	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41320	gene	3687017	3687098	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41330	gene	3687156	3687228	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41340	gene	3687283	3687356	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41350	gene	3687635	3688489	+	folD
Paeruginosa	NC_008463	Chromosome	PA14_41360	gene	3688547	3689929	-	cysS
Paeruginosa	NC_008463	Chromosome	PA14_41380	gene	3689939	3691609	-	glnS
Paeruginosa	NC_008463	Chromosome	PA14_41390	gene	3691732	3692229	+	ppiB
Paeruginosa	NC_008463	Chromosome	PA14_41400	gene	3692234	3692956	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41420	gene	3693088	3694419	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41430	gene	3694468	3695091	-	miaE
Paeruginosa	NC_008463	Chromosome	PA14_41440	gene	3695262	3696125	+	uspA
Paeruginosa	NC_008463	Chromosome	PA14_41450	gene	3696181	3696648	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41470	gene	3697030	3699639	+	acnB
Paeruginosa	NC_008463	Chromosome	PA14_41480	gene	3699817	3701025	+	nasS
Paeruginosa	NC_008463	Chromosome	PA14_41490	gene	3701042	3701620	+	nasT
Paeruginosa	NC_008463	Chromosome	PA14_41500	gene	3701850	3702545	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41510	gene	3702898	3704109	+	nasA
Paeruginosa	NC_008463	Chromosome	PA14_41520	gene	3704178	3705779	+	ppkB
Paeruginosa	NC_008463	Chromosome	PA1781.1	gene	3705786	3706006	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41530	gene	3706047	3708497	+	nirB
Paeruginosa	NC_008463	Chromosome	PA14_41540	gene	3708550	3708876	+	nirD
Paeruginosa	NC_008463	Chromosome	PA14_41560	gene	3708903	3711629	+	nasA
Paeruginosa	NC_008463	Chromosome	PA14_41563	gene	3711641	3712378	+	cobA
Paeruginosa	NC_008463	Chromosome	PA14_41570	gene	3712447	3713499	-	oprF
Paeruginosa	NC_008463	Chromosome	PA14_41575	gene	3713608	3714198	-	sigX
Paeruginosa	NC_008463	Chromosome	PA14_41590	gene	3714270	3715094	-	cmpX
Paeruginosa	NC_008463	Chromosome	PA14_41610	gene	3715097	3715351	-	crfX
Paeruginosa	NC_008463	Chromosome	PA14_41630	gene	3715400	3716398	-	cmaX
Paeruginosa	NC_008463	Chromosome	PA14_41640	gene	3716586	3717074	-	menG
Paeruginosa	NC_008463	Chromosome	PA14_41650	gene	3717181	3718191	-	estX
Paeruginosa	NC_008463	Chromosome	PA14_41670	gene	3718261	3720636	-	ppsA
Paeruginosa	NC_008463	Chromosome	PA14_41680	gene	3720802	3721626	+	ydiA
Paeruginosa	NC_008463	Chromosome	PA14_41690	gene	3721917	3722456	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41710	gene	3722462	3723988	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41730	gene	3723992	3724975	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41740	gene	3725032	3726219	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41750	gene	3726233	3727831	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41760	gene	3727851	3728876	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41780	gene	3728917	3729678	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41790	gene	3729757	3730194	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41800	gene	3730426	3733149	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41810	gene	3733152	3735857	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41820	gene	3736022	3737383	+	pabB
Paeruginosa	NC_008463	Chromosome	PA14_41830	gene	3737426	3738043	-	thrH
Paeruginosa	NC_008463	Chromosome	PA14_41840	gene	3738178	3738981	+	cysH
Paeruginosa	NC_008463	Chromosome	PA14_41860	gene	3739046	3739393	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41870	gene	3739450	3740424	-	cysB
Paeruginosa	NC_008463	Chromosome	PA14_41880	gene	3740556	3741053	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41900	gene	3741216	3742163	-	panE
Paeruginosa	NC_008463	Chromosome	PA14_41910	gene	3742163	3742540	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41920	gene	3742858	3743934	+	aroF-1
Paeruginosa	NC_008463	Chromosome	PA14_41930	gene	3743992	3744477	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41950	gene	3744661	3745350	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41960	gene	3745500	3745688	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41970	gene	3745760	3746266	-	.
Paeruginosa	NC_008463	Chromosome	PA14_41980	gene	3746487	3746975	+	.
Paeruginosa	NC_008463	Chromosome	PA14_41990	gene	3747130	3747348	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42000	gene	3747376	3747615	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42010	gene	3747673	3748395	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42020	gene	3748639	3749010	+	arsC
Paeruginosa	NC_008463	Chromosome	PA14_42030	gene	3749019	3750017	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42050	gene	3750040	3751011	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42060	gene	3751162	3752076	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42080	gene	3752461	3754605	-	fadB
Paeruginosa	NC_008463	Chromosome	PA14_42090	gene	3754619	3755824	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42100	gene	3756395	3757282	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42120	gene	3757395	3758216	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42130	gene	3758224	3758955	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42140	gene	3759037	3759837	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42150	gene	3759834	3760787	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42160	gene	3760790	3762202	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42180	gene	3762552	3763238	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42200	gene	3763348	3763689	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42220	gene	3764042	3766099	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42230	gene	3766270	3768564	+	bglX
Paeruginosa	NC_008463	Chromosome	PA14_42250	gene	3768667	3769311	-	pscL
Paeruginosa	NC_008463	Chromosome	PA14_42260	gene	3769290	3769910	-	pscK
Paeruginosa	NC_008463	Chromosome	PA14_42270	gene	3769919	3770665	-	pscJ
Paeruginosa	NC_008463	Chromosome	PA14_42280	gene	3770662	3771000	-	pscI
Paeruginosa	NC_008463	Chromosome	PA14_42290	gene	3771000	3771431	-	pscH
Paeruginosa	NC_008463	Chromosome	PA14_42300	gene	3771428	3771775	-	pscG
Paeruginosa	NC_008463	Chromosome	PA14_42310	gene	3771778	3772035	-	pscF
Paeruginosa	NC_008463	Chromosome	PA14_42320	gene	3772038	3772241	-	pscE
Paeruginosa	NC_008463	Chromosome	PA14_42340	gene	3772204	3773502	-	pscD
Paeruginosa	NC_008463	Chromosome	PA14_42350	gene	3773504	3775306	-	pscC
Paeruginosa	NC_008463	Chromosome	PA14_42360	gene	3775306	3775728	-	pscB
Paeruginosa	NC_008463	Chromosome	PA14_42380	gene	3775762	3776592	-	exsD
Paeruginosa	NC_008463	Chromosome	PA14_42390	gene	3776690	3777526	-	exsA
Paeruginosa	NC_008463	Chromosome	PA14_42400	gene	3777824	3778237	-	exsB
Paeruginosa	NC_008463	Chromosome	PA14_42410	gene	3778246	3778491	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42430	gene	3778500	3778937	-	exsC
Paeruginosa	NC_008463	Chromosome	PA14_42440	gene	3779064	3779951	-	popD
Paeruginosa	NC_008463	Chromosome	PA14_42450	gene	3779963	3781135	-	popB
Paeruginosa	NC_008463	Chromosome	PA14_42460	gene	3781116	3781622	-	pcrH
Paeruginosa	NC_008463	Chromosome	PA14_42470	gene	3781631	3782515	-	pcrV
Paeruginosa	NC_008463	Chromosome	PA14_42480	gene	3782525	3782821	-	pcrG
Paeruginosa	NC_008463	Chromosome	PA14_42490	gene	3782849	3783283	-	pcrR
Paeruginosa	NC_008463	Chromosome	PA14_42500	gene	3783280	3785400	-	pcrD
Paeruginosa	NC_008463	Chromosome	PA14_42510	gene	3785397	3785726	-	pcr4
Paeruginosa	NC_008463	Chromosome	PA14_42520	gene	3785731	3786096	-	pcr3
Paeruginosa	NC_008463	Chromosome	PA14_42530	gene	3786093	3786464	-	pcr2
Paeruginosa	NC_008463	Chromosome	PA14_42540	gene	3786451	3786729	-	pcr1
Paeruginosa	NC_008463	Chromosome	PA14_42550	gene	3786710	3787576	-	popN
Paeruginosa	NC_008463	Chromosome	PA14_42570	gene	3787767	3789089	+	pscN
Paeruginosa	NC_008463	Chromosome	PA14_42580	gene	3789086	3789562	+	pscO
Paeruginosa	NC_008463	Chromosome	PA14_42600	gene	3789550	3790668	+	pscP
Paeruginosa	NC_008463	Chromosome	PA14_42610	gene	3790665	3791594	+	pscQ
Paeruginosa	NC_008463	Chromosome	PA14_42620	gene	3791591	3792244	+	pscR
Paeruginosa	NC_008463	Chromosome	PA14_42630	gene	3792247	3792513	+	pscS
Paeruginosa	NC_008463	Chromosome	PA14_42640	gene	3792510	3793298	+	pscT
Paeruginosa	NC_008463	Chromosome	PA14_42660	gene	3793295	3794344	+	pscU
Paeruginosa	NC_008463	Chromosome	PA14_42670	gene	3794450	3796552	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42680	gene	3796555	3797424	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42690	gene	3797585	3798445	-	speE
Paeruginosa	NC_008463	Chromosome	PA14_42700	gene	3798594	3799487	+	alkA
Paeruginosa	NC_008463	Chromosome	PA14_42710	gene	3799503	3799694	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42720	gene	3799743	3800420	-	masA
Paeruginosa	NC_008463	Chromosome	PA14_42730	gene	3800493	3801038	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42740	gene	3801035	3801652	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42750	gene	3801649	3802800	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42760	gene	3802844	3803935	-	aroC
Paeruginosa	NC_008463	Chromosome	PA14_42770	gene	3804043	3805026	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42780	gene	3805104	3805883	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42790	gene	3805908	3806822	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42820	gene	3806993	3807589	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42830	gene	3807762	3808082	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42840	gene	3808139	3808696	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42850	gene	3808774	3809319	+	folE
Paeruginosa	NC_008463	Chromosome	PA14_42860	gene	3809384	3809845	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42870	gene	3810092	3810472	+	.
Paeruginosa	NC_008463	Chromosome	PA14_42880	gene	3810500	3811489	-	stk1
Paeruginosa	NC_008463	Chromosome	PA14_42890	gene	3811486	3812214	-	stp1
Paeruginosa	NC_008463	Chromosome	PA14_42900	gene	3812214	3815741	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42910	gene	3815757	3816626	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42920	gene	3816629	3817960	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42940	gene	3817957	3818463	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42950	gene	3818469	3819662	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42960	gene	3819680	3819820	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42970	gene	3819909	3821420	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42980	gene	3821431	3824064	-	.
Paeruginosa	NC_008463	Chromosome	PA14_42990	gene	3824071	3825078	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43000	gene	3825042	3826622	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43020	gene	3827167	3827574	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43030	gene	3827587	3829062	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43040	gene	3829090	3829596	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43050	gene	3829632	3831188	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43070	gene	3831886	3832404	+	hcpD
Paeruginosa	NC_008463	Chromosome	PA14_43080	gene	3832600	3834642	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43090	gene	3834632	3835372	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43100	gene	3835369	3840213	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43110	gene	3841020	3841622	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43130	gene	3841678	3842844	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43140	gene	3842926	3843402	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43150	gene	3843452	3844087	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43160	gene	3844318	3845520	+	benE
Paeruginosa	NC_008463	Chromosome	PA14_43170	gene	3845527	3846420	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43180	gene	3846579	3847340	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43190	gene	3847591	3848595	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43200	gene	3848759	3850480	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43220	gene	3850461	3852419	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43230	gene	3852621	3853028	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43240	gene	3853035	3853643	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43250	gene	3853781	3854128	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43270	gene	3854107	3855216	-	ybbB
Paeruginosa	NC_008463	Chromosome	PA14_43280	gene	3855216	3856250	-	selD
Paeruginosa	NC_008463	Chromosome	PA14_43290	gene	3856334	3856612	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43300	gene	3856727	3857764	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43310	gene	3857768	3858373	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43320	gene	3858484	3859392	-	glsA
Paeruginosa	NC_008463	Chromosome	PA14_43340	gene	3859513	3860205	-	kdpE
Paeruginosa	NC_008463	Chromosome	PA14_43350	gene	3860306	3862963	-	kdpD
Paeruginosa	NC_008463	Chromosome	PA14_43370	gene	3863071	3863622	-	kdpC
Paeruginosa	NC_008463	Chromosome	PA14_43380	gene	3863676	3865748	-	kdpB
Paeruginosa	NC_008463	Chromosome	PA14_43400	gene	3865760	3867454	-	kdpA
Paeruginosa	NC_008463	Chromosome	PA14_43405	gene	3867465	3867554	-	kdbF
Paeruginosa	NC_008463	Chromosome	PA14_43420	gene	3867742	3868896	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43430	gene	3868951	3869817	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43440	gene	3870059	3870844	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43460	gene	3870848	3872377	+	paaH
Paeruginosa	NC_008463	Chromosome	PA14_43480	gene	3872515	3873162	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43490	gene	3873178	3874452	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43510	gene	3874504	3875571	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43520	gene	3875737	3876543	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43530	gene	3876552	3877214	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43540	gene	3877294	3878154	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43550	gene	3878151	3878963	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43570	gene	3879065	3879706	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43580	gene	3879747	3880571	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43600	gene	3880629	3881066	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43610	gene	3881119	3882786	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43620	gene	3882913	3883377	-	sixA
Paeruginosa	NC_008463	Chromosome	PA14_43630	gene	3883374	3883715	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43640	gene	3883729	3884751	-	gpsA
Paeruginosa	NC_008463	Chromosome	PA14_43650	gene	3884902	3887019	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43660	gene	3887191	3887949	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43670	gene	3887946	3889901	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43680	gene	3890090	3890605	+	fabA
Paeruginosa	NC_008463	Chromosome	PA14_43690	gene	3890617	3891834	+	fabB
Paeruginosa	NC_008463	Chromosome	PA14_43710	gene	3891988	3893613	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43720	gene	3893718	3894158	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43730	gene	3894332	3894808	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43760	gene	3895910	3896815	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43740	gene	3894877	3895911	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43770	gene	3896854	3897276	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43780	gene	3897484	3897975	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43790	gene	3897972	3900218	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43810	gene	3900268	3901569	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43820	gene	3901580	3902362	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43830	gene	3902443	3903264	+	panB
Paeruginosa	NC_008463	Chromosome	PA14_43840	gene	3903275	3904000	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43850	gene	3904068	3905972	-	htpG
Paeruginosa	NC_008463	Chromosome	PA14_43870	gene	3906090	3907319	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43880	gene	3907356	3907802	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43890	gene	3907799	3908272	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43900	gene	3908445	3908681	+	.
Paeruginosa	NC_008463	Chromosome	PA14_43910	gene	3908740	3909504	-	.
Paeruginosa	NC_008463	Chromosome	PA14_43920	gene	3909651	3910964	-	braB
Paeruginosa	NC_008463	Chromosome	PA14_43940	gene	3911275	3912162	-	sucD
Paeruginosa	NC_008463	Chromosome	PA14_43950	gene	3912162	3913328	-	sucC
Paeruginosa	NC_008463	Chromosome	PA14_43970	gene	3913657	3915093	-	lpdG
Paeruginosa	NC_008463	Chromosome	PA14_44000	gene	3915162	3916391	-	sucB
Paeruginosa	NC_008463	Chromosome	PA14_44010	gene	3916434	3919265	-	sucA
Paeruginosa	NC_008463	Chromosome	PA14_44020	gene	3919522	3920229	-	sdhB
Paeruginosa	NC_008463	Chromosome	PA14_44030	gene	3920241	3922013	-	sdhA
Paeruginosa	NC_008463	Chromosome	PA14_44050	gene	3922017	3922385	-	sdhD
Paeruginosa	NC_008463	Chromosome	PA14_44060	gene	3922379	3922765	-	sdhC
Paeruginosa	NC_008463	Chromosome	PA14_44070	gene	3923114	3924400	+	gltA
Paeruginosa	NC_008463	Chromosome	PA14_44080	gene	3924515	3925123	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44090	gene	3925257	3925511	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44100	gene	3925615	3926370	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44110	gene	3926483	3926824	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44120	gene	3926831	3927697	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44130	gene	3927801	3928352	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44140	gene	3928447	3928728	+	yaiE
Paeruginosa	NC_008463	Chromosome	PA14_44150	gene	3928846	3929442	-	yijF
Paeruginosa	NC_008463	Chromosome	PA14_44160	gene	3929453	3930598	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44170	gene	3930808	3930987	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44180	gene	3931056	3931937	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44190	gene	3932315	3933703	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44200	gene	3933756	3934109	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44210	gene	3934120	3935517	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44230	gene	3935669	3935857	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44240	gene	3935985	3937349	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44260	gene	3937420	3938730	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44270	gene	3938762	3939001	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44280	gene	3939086	3940144	-	ygdE
Paeruginosa	NC_008463	Chromosome	PA14_44290	gene	3940471	3943203	+	acnA
Paeruginosa	NC_008463	Chromosome	PA14_44300	gene	3943576	3945141	+	aer
Paeruginosa	NC_008463	Chromosome	PA14_44311	gene	3945179	3946336	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44320	gene	3946425	3947057	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44340	gene	3947245	3948672	+	ccoN
Paeruginosa	NC_008463	Chromosome	PA14_44350	gene	3948683	3949291	+	ccoO
Paeruginosa	NC_008463	Chromosome	PA1555.1	gene	3949296	3949481	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44360	gene	3949479	3950405	+	ccoP
Paeruginosa	NC_008463	Chromosome	PA14_44370	gene	3950769	3952196	+	ccoN
Paeruginosa	NC_008463	Chromosome	PA14_44380	gene	3952211	3952822	+	ccoO
Paeruginosa	NC_008463	Chromosome	PA14_44390	gene	3952819	3953013	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44400	gene	3953010	3953966	+	ccoP
Paeruginosa	NC_008463	Chromosome	PA14_44420	gene	3954185	3955600	+	fixG
Paeruginosa	NC_008463	Chromosome	PA14_44430	gene	3955612	3956151	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44440	gene	3956148	3958583	+	fixI
Paeruginosa	NC_008463	Chromosome	PA14_44450	gene	3958562	3958771	+	fixS
Paeruginosa	NC_008463	Chromosome	PA14_44460	gene	3958764	3959447	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44470	gene	3959575	3960957	+	hemN
Paeruginosa	NC_008463	Chromosome	PA14_44480	gene	3961006	3961473	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44490	gene	3961719	3962453	+	anr
Paeruginosa	NC_008463	Chromosome	PA14_44500	gene	3962539	3963087	+	apt
Paeruginosa	NC_008463	Chromosome	PA14_44510	gene	3963327	3964163	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44520	gene	3964572	3964940	+	ydgF
Paeruginosa	NC_008463	Chromosome	PA14_44530	gene	3964934	3965263	+	ygdE
Paeruginosa	NC_008463	Chromosome	PA14_44540	gene	3965117	3965971	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44560	gene	3966078	3967661	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44570	gene	3967658	3968545	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44580	gene	3968619	3969158	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44590	gene	3969171	3970319	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44610	gene	3970442	3971038	-	recR
Paeruginosa	NC_008463	Chromosome	PA14_44620	gene	3971117	3971443	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44630	gene	3971489	3973594	-	dnaX
Paeruginosa	NC_008463	Chromosome	PA14_44640	gene	3973631	3974497	+	.
Paeruginosa	NC_008463	Chromosome	PA1530.1	gene	3975627	3975767	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44650	gene	3975847	3976224	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44660	gene	3976270	3978654	-	ligA
Paeruginosa	NC_008463	Chromosome	PA14_44670	gene	3978747	3979616	-	zipA
Paeruginosa	NC_008463	Chromosome	PA14_44680	gene	3979782	3983270	-	smc
Paeruginosa	NC_008463	Chromosome	PA14_44690	gene	3983296	3983955	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44700	gene	3984136	3985269	+	alkB2
Paeruginosa	NC_008463	Chromosome	PA14_44710	gene	3985489	3986943	+	xdhA
Paeruginosa	NC_008463	Chromosome	PA14_44740	gene	3986936	3989335	+	xdhB
Paeruginosa	NC_008463	Chromosome	PA14_44760	gene	3989362	3990201	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44770	gene	3990271	3991575	+	gda1
Paeruginosa	NC_008463	Chromosome	PA14_44780	gene	3991629	3992408	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44800	gene	3992783	3994132	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44820	gene	3994374	3994754	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44830	gene	3995127	3996053	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44840	gene	3996050	3996565	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44850	gene	3996583	3997581	+	alc
Paeruginosa	NC_008463	Chromosome	PA14_44860	gene	3997636	3998145	+	allA
Paeruginosa	NC_008463	Chromosome	PA14_44880	gene	3998194	3999471	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44890	gene	4000090	4000608	+	hcpA
Paeruginosa	NC_008463	Chromosome	PA14_44900	gene	4000789	4003317	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44910	gene	4003314	4005023	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44920	gene	4005020	4006162	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44930	gene	4006175	4006435	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44950	gene	4007119	4008486	+	ygfU
Paeruginosa	NC_008463	Chromosome	PA14_44960	gene	4008578	4008907	-	.
Paeruginosa	NC_008463	Chromosome	PA14_44970	gene	4009092	4010087	-	moaA2
Paeruginosa	NC_008463	Chromosome	PA14_44980	gene	4010323	4010973	+	.
Paeruginosa	NC_008463	Chromosome	PA14_44990	gene	4011378	4011809	-	.
Paeruginosa	NC_008463	Chromosome	PA14_45000	gene	4012138	4013913	+	gcl
Paeruginosa	NC_008463	Chromosome	PA14_45010	gene	4014009	4014791	+	hyi
Paeruginosa	NC_008463	Chromosome	PA14_45020	gene	4014866	4015756	+	glxR
Paeruginosa	NC_008463	Chromosome	PA14_45030	gene	4016053	4017318	+	ttuD
Paeruginosa	NC_008463	Chromosome	PA14_45050	gene	4017320	4018753	+	pykF
Paeruginosa	NC_008463	Chromosome	PA14_45060	gene	4019120	4020034	+	.
Paeruginosa	NC_008463	Chromosome	PA14_45070	gene	4020099	4020950	+	.
Paeruginosa	NC_008463	Chromosome	PA14_45090	gene	4020937	4021563	+	.
Paeruginosa	NC_008463	Chromosome	PA14_45100	gene	4021687	4023342	+	muiA
Paeruginosa	NC_008463	Chromosome	PA14_45110	gene	4023471	4024469	+	cysP
Paeruginosa	NC_008463	Chromosome	PA14_45120	gene	4024551	4024907	-	.
Paeruginosa	NC_008463	Chromosome	PA14_45130	gene	4024967	4026202	-	.
